,shape,slice_file_name
89,"(40, 173, 2)",94632-5-0-13.wav
90,"(40, 173, 2)",148835-6-1-0.wav
91,"(40, 173, 2)",125523-3-0-11.wav
92,"(40, 173, 2)",195969-0-0-5.wav
93,"(40, 173, 2)",175856-1-1-0.wav
94,"(40, 173, 2)",152908-5-0-6.wav
95,"(40, 173, 2)",165775-7-1-0.wav
96,"(40, 173, 2)",176787-5-0-23.wav
97,"(40, 173, 2)",185709-0-0-6.wav
98,"(40, 173, 2)",180134-4-2-17.wav
99,"(40, 173, 2)",185800-4-1-0.wav
100,"(40, 173, 2)",101729-0-0-28.wav
101,"(40, 173, 2)",14110-4-0-0.wav
102,"(40, 173, 2)",159439-2-0-21.wav
103,"(40, 173, 2)",180937-7-3-33.wav
104,"(40, 173, 2)",34056-2-0-42.wav
105,"(40, 173, 2)",156362-4-0-0.wav
106,"(40, 173, 2)",201652-5-4-8.wav
107,"(40, 173, 2)",175917-3-1-1.wav
108,"(40, 173, 2)",61789-9-0-10.wav
109,"(40, 173, 2)",128160-5-0-11.wav
110,"(40, 173, 2)",189023-0-0-8.wav
111,"(40, 173, 2)",118101-3-0-6.wav
112,"(40, 173, 2)",192382-2-0-67.wav
113,"(40, 173, 2)",160366-3-0-13.wav
114,"(40, 173, 2)",159439-2-0-10.wav
115,"(40, 173, 2)",17853-5-0-14.wav
116,"(40, 173, 2)",130961-4-5-5.wav
117,"(40, 173, 2)",185374-9-0-60.wav
118,"(40, 173, 2)",165067-2-0-9.wav
119,"(40, 173, 2)",201652-5-2-4.wav
120,"(40, 173, 2)",74922-4-0-4.wav
121,"(40, 173, 2)",199769-1-0-6.wav
122,"(40, 173, 2)",93567-8-0-16.wav
123,"(40, 173, 2)",162134-7-13-1.wav
124,"(40, 173, 2)",154758-5-0-0.wav
125,"(40, 173, 2)",157867-8-0-8.wav
126,"(40, 173, 2)",21683-9-0-45.wav
127,"(40, 173, 2)",102871-8-0-14.wav
128,"(40, 173, 2)",82024-3-0-4.wav
129,"(40, 173, 2)",180937-7-4-8.wav
130,"(40, 173, 2)",104998-7-10-8.wav
131,"(40, 173, 2)",144068-5-0-5.wav
132,"(40, 173, 2)",165039-7-12-0.wav
133,"(40, 173, 2)",63724-0-0-4.wav
134,"(40, 173, 2)",171243-9-0-81.wav
135,"(40, 173, 2)",109703-2-0-50.wav
136,"(40, 173, 2)",159748-8-0-2.wav
137,"(40, 173, 2)",52077-3-0-8.wav
138,"(40, 173, 2)",22883-7-24-0.wav
139,"(40, 173, 2)",90013-7-1-1.wav
140,"(40, 173, 2)",24364-4-0-2.wav
141,"(40, 173, 2)",152908-5-0-1.wav
142,"(40, 173, 2)",177537-7-0-13.wav
143,"(40, 173, 2)",105029-7-3-3.wav
144,"(40, 173, 2)",156869-8-0-5.wav
145,"(40, 173, 2)",189981-0-0-16.wav
146,"(40, 173, 2)",99179-9-0-12.wav
147,"(40, 173, 2)",185909-2-0-86.wav
148,"(40, 173, 2)",162134-7-9-2.wav
149,"(40, 173, 2)",146690-0-0-18.wav
150,"(40, 173, 2)",144068-5-0-4.wav
151,"(40, 173, 2)",39856-5-0-27.wav
152,"(40, 173, 2)",181624-4-5-0.wav
153,"(40, 173, 2)",42117-8-0-11.wav
154,"(40, 173, 2)",135544-6-16-0.wav
155,"(40, 173, 2)",60846-0-0-1.wav
156,"(40, 173, 2)",159439-2-0-19.wav
157,"(40, 173, 2)",69962-2-0-22.wav
158,"(40, 173, 2)",171249-1-1-0.wav
159,"(40, 173, 2)",166489-3-0-2.wav
160,"(40, 173, 2)",28284-3-1-0.wav
161,"(40, 173, 2)",159750-8-0-5.wav
162,"(40, 173, 2)",156869-8-0-10.wav
163,"(40, 173, 2)",24347-8-0-43.wav
164,"(40, 173, 2)",104327-2-0-28.wav
165,"(40, 173, 2)",75743-0-0-15.wav
166,"(40, 173, 2)",73524-0-0-0.wav
167,"(40, 173, 2)",161702-9-0-8.wav
168,"(40, 173, 2)",118279-8-0-3.wav
169,"(40, 173, 2)",104817-4-0-1.wav
170,"(40, 173, 2)",66619-2-0-18.wav
171,"(40, 173, 2)",110868-9-0-6.wav
172,"(40, 173, 2)",50885-3-0-3.wav
173,"(40, 173, 2)",62837-7-1-35.wav
174,"(40, 173, 2)",162434-6-1-0.wav
175,"(40, 173, 2)",165039-7-16-0.wav
176,"(40, 173, 2)",180937-4-1-46.wav
177,"(40, 173, 2)",144007-5-1-7.wav
178,"(40, 173, 2)",38236-3-2-3.wav
179,"(40, 173, 2)",204240-0-0-10.wav
180,"(40, 173, 2)",201988-5-0-8.wav
181,"(40, 173, 2)",159742-8-0-0.wav
182,"(40, 173, 2)",105029-7-2-10.wav
183,"(40, 173, 2)",189985-0-0-5.wav
184,"(40, 173, 2)",165039-7-17-1.wav
185,"(40, 173, 2)",94636-8-0-10.wav
186,"(40, 173, 2)",77751-4-7-0.wav
187,"(40, 173, 2)",103199-4-0-6.wav
188,"(40, 173, 2)",106015-5-0-12.wav
189,"(40, 173, 2)",203929-7-7-9.wav
190,"(40, 173, 2)",31323-3-0-1.wav
191,"(40, 173, 2)",39856-5-0-9.wav
192,"(40, 173, 2)",200161-3-6-3.wav
193,"(40, 173, 2)",166101-5-1-0.wav
194,"(40, 173, 2)",123688-8-0-11.wav
195,"(40, 173, 2)",99180-9-0-7.wav
196,"(40, 173, 2)",168846-5-1-8.wav
197,"(40, 173, 2)",18592-5-0-1.wav
198,"(40, 173, 2)",174906-2-0-21.wav
199,"(40, 173, 2)",24347-8-0-93.wav
200,"(40, 173, 2)",183992-3-0-10.wav
201,"(40, 173, 2)",63724-0-0-12.wav
202,"(40, 173, 2)",20571-3-1-0.wav
203,"(40, 173, 2)",76266-2-0-91.wav
204,"(40, 173, 2)",167702-4-7-1.wav
205,"(40, 173, 2)",180128-4-6-1.wav
206,"(40, 173, 2)",101729-0-0-1.wav
207,"(40, 173, 2)",164344-9-0-39.wav
208,"(40, 173, 2)",159752-8-0-3.wav
209,"(40, 173, 2)",188823-7-4-0.wav
210,"(40, 173, 2)",202516-0-0-0.wav
211,"(40, 173, 2)",79377-9-0-2.wav
212,"(40, 173, 2)",203929-7-2-5.wav
213,"(40, 173, 2)",54976-4-0-2.wav
214,"(40, 173, 2)",103074-7-1-6.wav
215,"(40, 173, 2)",72259-1-7-5.wav
216,"(40, 173, 2)",69962-2-0-15.wav
217,"(40, 173, 2)",162134-7-15-1.wav
218,"(40, 173, 2)",180937-7-1-4.wav
219,"(40, 173, 2)",78776-6-0-0.wav
220,"(40, 173, 2)",106015-5-0-4.wav
221,"(40, 173, 2)",24347-8-0-12.wav
222,"(40, 173, 2)",135527-6-14-6.wav
223,"(40, 173, 2)",34952-8-0-6.wav
224,"(40, 173, 2)",180125-4-1-3.wav
225,"(40, 173, 2)",173993-3-0-52.wav
226,"(40, 173, 2)",185436-1-6-0.wav
227,"(40, 173, 2)",14468-3-0-3.wav
228,"(40, 173, 2)",7389-1-4-11.wav
229,"(40, 173, 2)",55018-0-0-248.wav
230,"(40, 173, 2)",78360-4-0-4.wav
231,"(40, 173, 2)",83196-9-0-9.wav
232,"(40, 173, 2)",159751-8-0-8.wav
233,"(40, 173, 2)",207962-3-0-0.wav
234,"(40, 173, 2)",63095-4-0-26.wav
235,"(40, 173, 2)",74726-8-2-2.wav
236,"(40, 173, 2)",62566-5-1-0.wav
237,"(40, 173, 2)",118278-4-0-11.wav
238,"(40, 173, 2)",126153-9-0-6.wav
239,"(40, 173, 2)",197320-6-1-0.wav
240,"(40, 173, 2)",137803-3-0-2.wav
241,"(40, 173, 2)",62048-3-0-2.wav
242,"(40, 173, 2)",201988-5-0-22.wav
243,"(40, 173, 2)",22601-8-0-47.wav
244,"(40, 173, 2)",78651-5-0-5.wav
245,"(40, 173, 2)",15544-5-0-2.wav
246,"(40, 173, 2)",57320-0-0-9.wav
247,"(40, 173, 2)",102871-8-0-4.wav
248,"(40, 173, 2)",30206-7-0-4.wav
249,"(40, 173, 2)",55013-3-0-3.wav
250,"(40, 173, 2)",22601-8-0-42.wav
251,"(40, 173, 2)",103074-7-4-3.wav
252,"(40, 173, 2)",173891-9-0-2.wav
253,"(40, 173, 2)",24074-1-0-7.wav
254,"(40, 173, 2)",118070-1-0-0.wav
255,"(40, 173, 2)",180937-7-3-8.wav
256,"(40, 173, 2)",180937-7-3-5.wav
257,"(40, 173, 2)",161005-2-0-0.wav
258,"(40, 173, 2)",61791-9-1-41.wav
259,"(40, 173, 2)",135544-6-19-0.wav
260,"(40, 173, 2)",59594-4-0-0.wav
261,"(40, 173, 2)",68080-7-0-6.wav
262,"(40, 173, 2)",91209-5-1-4.wav
263,"(40, 173, 2)",177742-0-0-149.wav
264,"(40, 173, 2)",39532-4-1-0.wav
265,"(40, 173, 2)",72259-1-9-14.wav
266,"(40, 173, 2)",178115-1-0-0.wav
267,"(40, 173, 2)",189991-0-0-6.wav
268,"(40, 173, 2)",156893-7-6-0.wav
269,"(40, 173, 2)",74677-0-0-95.wav
270,"(40, 173, 2)",79089-0-0-28.wav
271,"(40, 173, 2)",162134-7-8-1.wav
272,"(40, 173, 2)",94636-8-0-8.wav
273,"(40, 173, 2)",162134-7-7-1.wav
274,"(40, 173, 2)",137803-3-0-1.wav
275,"(40, 173, 2)",39884-5-0-0.wav
276,"(40, 173, 2)",39856-5-0-16.wav
277,"(40, 173, 2)",77751-7-7-0.wav
278,"(40, 173, 2)",76266-2-0-46.wav
279,"(40, 173, 2)",149254-9-0-30.wav
280,"(40, 173, 2)",162134-7-0-1.wav
281,"(40, 173, 2)",159738-8-0-1.wav
282,"(40, 173, 2)",169466-4-2-4.wav
283,"(40, 173, 2)",145611-6-2-0.wav
284,"(40, 173, 2)",192124-2-0-3.wav
285,"(40, 173, 2)",159752-8-0-12.wav
286,"(40, 173, 2)",205878-4-0-0.wav
287,"(40, 173, 2)",76086-4-0-12.wav
288,"(40, 173, 2)",203424-9-0-46.wav
289,"(40, 173, 2)",98859-7-2-3.wav
290,"(40, 173, 2)",22883-7-62-0.wav
291,"(40, 173, 2)",101729-0-0-37.wav
292,"(40, 173, 2)",180029-4-10-0.wav
293,"(40, 173, 2)",72015-2-0-4.wav
294,"(40, 173, 2)",61789-9-0-26.wav
295,"(40, 173, 2)",104421-2-1-3.wav
296,"(40, 173, 2)",128607-4-0-2.wav
297,"(40, 173, 2)",178099-9-0-12.wav
298,"(40, 173, 2)",52077-3-0-3.wav
299,"(40, 173, 2)",50629-4-3-0.wav
300,"(40, 173, 2)",69304-9-0-15.wav
301,"(40, 173, 2)",166268-3-1-0.wav
302,"(40, 173, 2)",29722-4-0-3.wav
303,"(40, 173, 2)",7389-1-4-6.wav
304,"(40, 173, 2)",104998-7-8-6.wav
305,"(40, 173, 2)",174032-2-0-22.wav
306,"(40, 173, 2)",162432-6-6-0.wav
307,"(40, 173, 2)",134717-0-0-27.wav
308,"(40, 173, 2)",145608-6-1-0.wav
309,"(40, 173, 2)",39857-5-0-2.wav
310,"(40, 173, 2)",192269-2-0-37.wav
311,"(40, 173, 2)",178686-0-0-8.wav
312,"(40, 173, 2)",146186-5-0-8.wav
313,"(40, 173, 2)",123399-2-0-22.wav
314,"(40, 173, 2)",203929-7-6-3.wav
315,"(40, 173, 2)",147491-9-2-32.wav
316,"(40, 173, 2)",42117-8-0-3.wav
317,"(40, 173, 2)",113203-5-7-0.wav
318,"(40, 173, 2)",204240-0-0-22.wav
319,"(40, 173, 2)",85569-0-0-6.wav
320,"(40, 173, 2)",24074-1-0-1.wav
321,"(40, 173, 2)",156194-1-0-0.wav
322,"(40, 173, 2)",169098-7-2-0.wav
323,"(40, 173, 2)",172460-9-0-94.wav
324,"(40, 173, 2)",180128-4-6-0.wav
325,"(40, 173, 2)",132108-9-1-27.wav
326,"(40, 173, 2)",54914-2-0-35.wav
327,"(40, 173, 2)",113202-5-0-28.wav
328,"(40, 173, 2)",156634-5-0-12.wav
329,"(40, 173, 2)",123399-2-0-74.wav
330,"(40, 173, 2)",102858-5-0-1.wav
331,"(40, 173, 2)",180937-7-1-12.wav
332,"(40, 173, 2)",90013-7-0-6.wav
333,"(40, 173, 2)",173993-3-0-39.wav
334,"(40, 173, 2)",7060-6-2-0.wav
335,"(40, 173, 2)",162432-6-4-0.wav
336,"(40, 173, 2)",42954-9-0-20.wav
337,"(40, 173, 2)",194310-9-0-7.wav
338,"(40, 173, 2)",172519-9-0-49.wav
339,"(40, 173, 2)",188813-7-8-0.wav
340,"(40, 173, 2)",99192-4-0-55.wav
341,"(40, 173, 2)",174287-6-2-0.wav
342,"(40, 173, 2)",54976-4-0-9.wav
343,"(40, 173, 2)",47160-0-0-1.wav
344,"(40, 173, 2)",189982-0-0-30.wav
345,"(40, 173, 2)",82811-3-3-0.wav
346,"(40, 173, 2)",30832-3-5-1.wav
347,"(40, 173, 2)",135544-6-13-0.wav
348,"(40, 173, 2)",177537-7-0-20.wav
349,"(40, 173, 2)",206037-2-0-4.wav
350,"(40, 173, 2)",119067-0-0-0.wav
351,"(40, 173, 2)",50661-5-0-3.wav
352,"(40, 173, 2)",196068-2-0-0.wav
353,"(40, 173, 2)",204408-2-0-9.wav
354,"(40, 173, 2)",174292-6-1-0.wav
355,"(40, 173, 2)",24074-1-0-8.wav
356,"(40, 173, 2)",204240-0-0-19.wav
357,"(40, 173, 2)",159748-8-2-3.wav
358,"(40, 173, 2)",184805-0-0-54.wav
359,"(40, 173, 2)",21684-9-0-39.wav
360,"(40, 173, 2)",95404-3-0-0.wav
361,"(40, 173, 2)",89099-4-0-0.wav
362,"(40, 173, 2)",175296-2-0-140.wav
363,"(40, 173, 2)",39856-5-0-20.wav
364,"(40, 173, 2)",171305-7-12-0.wav
365,"(40, 173, 2)",24074-1-0-5.wav
366,"(40, 173, 2)",159751-8-0-3.wav
367,"(40, 173, 2)",55018-0-0-87.wav
368,"(40, 173, 2)",77774-4-1-0.wav
369,"(40, 173, 2)",100263-2-0-121.wav
370,"(40, 173, 2)",137156-9-0-73.wav
371,"(40, 173, 2)",20285-3-1-0.wav
372,"(40, 173, 2)",157866-8-0-13.wav
373,"(40, 173, 2)",72259-1-3-0.wav
374,"(40, 173, 2)",166101-5-0-2.wav
375,"(40, 173, 2)",76585-9-0-69.wav
376,"(40, 173, 2)",187377-4-0-1.wav
377,"(40, 173, 2)",84143-2-0-38.wav
378,"(40, 173, 2)",164797-2-0-32.wav
379,"(40, 173, 2)",123688-8-2-1.wav
380,"(40, 173, 2)",201988-5-0-9.wav
381,"(40, 173, 2)",74677-0-0-28.wav
382,"(40, 173, 2)",106015-5-0-13.wav
383,"(40, 173, 2)",14470-2-0-65.wav
384,"(40, 173, 2)",203424-9-0-4.wav
385,"(40, 173, 2)",156362-4-3-3.wav
386,"(40, 173, 2)",107842-4-1-0.wav
387,"(40, 173, 2)",62837-7-1-1.wav
388,"(40, 173, 2)",183989-3-1-25.wav
389,"(40, 173, 2)",180937-7-3-23.wav
390,"(40, 173, 2)",69598-4-3-0.wav
391,"(40, 173, 2)",151977-0-0-6.wav
392,"(40, 173, 2)",81788-2-0-16.wav
393,"(40, 173, 2)",165640-4-0-2.wav
394,"(40, 173, 2)",118278-4-0-6.wav
395,"(40, 173, 2)",14772-7-2-0.wav
396,"(40, 173, 2)",146709-0-0-22.wav
397,"(40, 173, 2)",144068-5-3-0.wav
398,"(40, 173, 2)",207211-2-0-100.wav
399,"(40, 173, 2)",101729-0-0-18.wav
400,"(40, 173, 2)",69962-2-0-2.wav
401,"(40, 173, 2)",178260-7-1-1.wav
402,"(40, 173, 2)",173995-3-0-11.wav
403,"(40, 173, 2)",89211-3-0-0.wav
404,"(40, 173, 2)",154758-5-0-10.wav
405,"(40, 173, 2)",155227-9-0-2.wav
406,"(40, 173, 2)",55018-0-0-102.wav
407,"(40, 173, 2)",157867-8-0-24.wav
408,"(40, 173, 2)",190894-2-0-2.wav
409,"(40, 173, 2)",187075-5-0-6.wav
410,"(40, 173, 2)",54383-0-0-5.wav
411,"(40, 173, 2)",146714-0-0-22.wav
412,"(40, 173, 2)",54187-1-0-4.wav
413,"(40, 173, 2)",178261-7-3-6.wav
414,"(40, 173, 2)",126153-9-0-4.wav
415,"(40, 173, 2)",94636-8-0-21.wav
416,"(40, 173, 2)",160010-2-0-30.wav
417,"(40, 173, 2)",136399-6-9-0.wav
418,"(40, 173, 2)",187863-4-0-0.wav
419,"(40, 173, 2)",101729-0-0-16.wav
420,"(40, 173, 2)",184575-3-0-1.wav
421,"(40, 173, 2)",128152-9-0-10.wav
422,"(40, 173, 2)",13230-0-0-26.wav
423,"(40, 173, 2)",22883-7-49-3.wav
424,"(40, 173, 2)",177742-0-0-111.wav
425,"(40, 173, 2)",59513-3-0-4.wav
426,"(40, 173, 2)",71088-4-0-0.wav
427,"(40, 173, 2)",148632-8-0-10.wav
428,"(40, 173, 2)",155317-3-0-0.wav
429,"(40, 173, 2)",89442-9-0-5.wav
430,"(40, 173, 2)",59277-0-0-5.wav
431,"(40, 173, 2)",84359-2-0-1.wav
432,"(40, 173, 2)",104998-7-7-9.wav
433,"(40, 173, 2)",31884-7-1-2.wav
434,"(40, 173, 2)",101848-9-0-1.wav
435,"(40, 173, 2)",85569-0-0-2.wav
436,"(40, 173, 2)",196069-2-0-0.wav
437,"(40, 173, 2)",145612-6-0-0.wav
438,"(40, 173, 2)",115243-9-0-0.wav
439,"(40, 173, 2)",123688-8-0-8.wav
440,"(40, 173, 2)",46669-4-0-26.wav
441,"(40, 173, 2)",157866-8-0-12.wav
442,"(40, 173, 2)",169098-7-4-6.wav
443,"(40, 173, 2)",171165-9-0-103.wav
444,"(40, 173, 2)",144068-5-0-15.wav
445,"(40, 173, 2)",104327-2-0-30.wav
446,"(40, 173, 2)",73524-0-0-52.wav
447,"(40, 173, 2)",22601-8-0-43.wav
448,"(40, 173, 2)",201988-5-0-3.wav
449,"(40, 173, 2)",103258-5-0-13.wav
450,"(40, 173, 2)",74850-9-0-18.wav
451,"(40, 173, 2)",159748-8-0-5.wav
452,"(40, 173, 2)",138017-9-1-16.wav
453,"(40, 173, 2)",21684-9-0-5.wav
454,"(40, 173, 2)",177729-0-0-106.wav
455,"(40, 173, 2)",121285-0-0-6.wav
456,"(40, 173, 2)",62837-7-1-21.wav
457,"(40, 173, 2)",177742-0-0-161.wav
458,"(40, 173, 2)",113785-3-0-0.wav
459,"(40, 173, 2)",138473-9-0-38.wav
460,"(40, 173, 2)",186334-2-0-11.wav
461,"(40, 173, 2)",66996-8-1-0.wav
462,"(40, 173, 2)",39847-5-0-12.wav
463,"(40, 173, 2)",78651-5-0-2.wav
464,"(40, 173, 2)",15544-5-0-7.wav
465,"(40, 173, 2)",158593-2-0-43.wav
466,"(40, 173, 2)",106487-5-0-0.wav
467,"(40, 173, 2)",139951-9-0-13.wav
468,"(40, 173, 2)",162318-2-0-17.wav
469,"(40, 173, 2)",204526-2-0-71.wav
470,"(40, 173, 2)",98202-9-1-20.wav
471,"(40, 173, 2)",78651-5-0-14.wav
472,"(40, 173, 2)",76221-2-0-1.wav
473,"(40, 173, 2)",161010-1-0-0.wav
474,"(40, 173, 2)",151149-2-0-22.wav
475,"(40, 173, 2)",189982-0-0-6.wav
476,"(40, 173, 2)",132855-2-0-99.wav
477,"(40, 173, 2)",74507-0-0-17.wav
478,"(40, 173, 2)",183894-1-7-0.wav
479,"(40, 173, 2)",119455-5-0-0.wav
480,"(40, 173, 2)",169045-2-0-1.wav
481,"(40, 173, 2)",194458-9-1-122.wav
482,"(40, 173, 2)",100648-1-1-0.wav
483,"(40, 173, 2)",125791-3-0-12.wav
484,"(40, 173, 2)",62564-5-0-3.wav
485,"(40, 173, 2)",37560-4-0-1.wav
486,"(40, 173, 2)",197318-6-10-0.wav
487,"(40, 173, 2)",159744-8-0-4.wav
488,"(40, 173, 2)",199769-1-0-7.wav
489,"(40, 173, 2)",35549-9-0-14.wav
490,"(40, 173, 2)",168846-5-0-0.wav
491,"(40, 173, 2)",144068-5-0-18.wav
492,"(40, 173, 2)",184449-2-0-16.wav
493,"(40, 173, 2)",161010-1-3-0.wav
494,"(40, 173, 2)",129750-2-0-4.wav
495,"(40, 173, 2)",196070-2-0-3.wav
496,"(40, 173, 2)",178497-3-0-3.wav
497,"(40, 173, 2)",62837-7-0-3.wav
498,"(40, 173, 2)",142641-3-0-0.wav
499,"(40, 173, 2)",180127-4-0-17.wav
500,"(40, 173, 2)",62837-7-1-26.wav
501,"(40, 173, 2)",178260-7-4-1.wav
502,"(40, 173, 2)",50668-5-3-0.wav
503,"(40, 173, 2)",74507-0-0-4.wav
504,"(40, 173, 2)",171305-7-20-0.wav
505,"(40, 173, 2)",97317-2-0-23.wav
506,"(40, 173, 2)",113202-5-0-8.wav
507,"(40, 173, 2)",61626-9-0-10.wav
508,"(40, 173, 2)",209992-5-1-4.wav
509,"(40, 173, 2)",180127-4-0-16.wav
510,"(40, 173, 2)",175849-1-0-0.wav
511,"(40, 173, 2)",176787-5-0-28.wav
512,"(40, 173, 2)",17578-5-0-21.wav
513,"(40, 173, 2)",114587-3-0-4.wav
514,"(40, 173, 2)",113203-5-0-2.wav
515,"(40, 173, 2)",18592-5-0-0.wav
516,"(40, 173, 2)",135527-6-14-2.wav
517,"(40, 173, 2)",194910-9-0-5.wav
518,"(40, 173, 2)",209992-5-3-22.wav
519,"(40, 173, 2)",201652-5-5-3.wav
520,"(40, 173, 2)",195451-5-0-10.wav
521,"(40, 173, 2)",52171-3-3-0.wav
522,"(40, 173, 2)",72265-3-15-0.wav
523,"(40, 173, 2)",156869-8-0-7.wav
524,"(40, 173, 2)",58005-4-0-13.wav
525,"(40, 173, 2)",116484-3-0-12.wav
526,"(40, 173, 2)",188823-7-2-2.wav
527,"(40, 173, 2)",46656-6-2-0.wav
528,"(40, 173, 2)",155488-3-3-0.wav
529,"(40, 173, 2)",93193-9-1-22.wav
530,"(40, 173, 2)",181624-4-7-0.wav
531,"(40, 173, 2)",102857-5-0-7.wav
532,"(40, 173, 2)",58937-4-4-1.wav
533,"(40, 173, 2)",157868-8-0-12.wav
534,"(40, 173, 2)",189982-0-0-11.wav
535,"(40, 173, 2)",26270-9-0-30.wav
536,"(40, 173, 2)",137969-2-0-4.wav
537,"(40, 173, 2)",190893-2-0-21.wav
538,"(40, 173, 2)",194732-9-0-175.wav
539,"(40, 173, 2)",160011-2-0-5.wav
540,"(40, 173, 2)",99500-2-0-39.wav
541,"(40, 173, 2)",7390-9-1-5.wav
542,"(40, 173, 2)",174873-3-5-13.wav
543,"(40, 173, 2)",166942-0-0-7.wav
544,"(40, 173, 2)",103199-4-2-3.wav
545,"(40, 173, 2)",113202-5-0-7.wav
546,"(40, 173, 2)",72259-1-7-3.wav
547,"(40, 173, 2)",133090-2-0-14.wav
548,"(40, 173, 2)",189981-0-0-12.wav
549,"(40, 173, 2)",83195-9-0-11.wav
550,"(40, 173, 2)",168846-5-0-1.wav
551,"(40, 173, 2)",203128-3-3-0.wav
552,"(40, 173, 2)",74364-8-1-26.wav
553,"(40, 173, 2)",39847-5-0-9.wav
554,"(40, 173, 2)",22883-7-92-0.wav
555,"(40, 173, 2)",160010-2-0-49.wav
556,"(40, 173, 2)",174873-3-5-10.wav
557,"(40, 173, 2)",107357-8-0-6.wav
558,"(40, 173, 2)",204240-0-0-11.wav
