,path,slice_file_name,fsID,start,end,salience,fold,classID,class,Sample Rate
23,data/UrbanSound8K/audio/fold3/123399-2-0-19.wav,123399-2-0-19.wav,123399,9.5,13.5,1,3,2,children_playing,22050
24,data/UrbanSound8K/audio/fold3/31884-7-0-1.wav,31884-7-0-1.wav,31884,0.5,4.5,1,3,7,jackhammer,22050
25,data/UrbanSound8K/audio/fold3/17973-2-0-29.wav,17973-2-0-29.wav,17973,14.5,18.5,1,3,2,children_playing,22050
26,data/UrbanSound8K/audio/fold3/103199-4-1-0.wav,103199-4-1-0.wav,103199,16.097136,17.617205,2,3,4,drilling,22050
27,data/UrbanSound8K/audio/fold3/88569-2-0-67.wav,88569-2-0-67.wav,88569,33.5,37.5,2,3,2,children_playing,22050
28,data/UrbanSound8K/audio/fold3/151359-1-2-0.wav,151359-1-2-0.wav,151359,11.322735,11.419621000000001,1,3,1,car_horn,22050
29,data/UrbanSound8K/audio/fold3/179863-1-0-0.wav,179863-1-0-0.wav,179863,0.14144500000000002,0.8972889999999999,1,3,1,car_horn,22050
30,data/UrbanSound8K/audio/fold3/22601-8-0-29.wav,22601-8-0-29.wav,22601,14.5,18.5,2,3,8,siren,22050
31,data/UrbanSound8K/audio/fold3/17973-2-0-17.wav,17973-2-0-17.wav,17973,8.5,12.5,1,3,2,children_playing,22050
32,data/UrbanSound8K/audio/fold3/20841-3-2-0.wav,20841-3-2-0.wav,20841,7.7568220000000005,8.584532000000001,2,3,3,dog_bark,22050
33,data/UrbanSound8K/audio/fold3/176783-3-0-3.wav,176783-3-0-3.wav,176783,1.5,5.5,1,3,3,dog_bark,22050
34,data/UrbanSound8K/audio/fold3/22601-8-0-31.wav,22601-8-0-31.wav,22601,15.5,19.5,2,3,8,siren,22050
35,data/UrbanSound8K/audio/fold3/20841-3-6-0.wav,20841-3-6-0.wav,20841,29.608358000000003,30.223228000000002,2,3,3,dog_bark,22050
36,data/UrbanSound8K/audio/fold3/34708-6-4-0.wav,34708-6-4-0.wav,34708,17.516398000000002,18.938963,1,3,6,gun_shot,22050
37,data/UrbanSound8K/audio/fold3/58857-2-0-25.wav,58857-2-0-25.wav,58857,12.5,16.5,2,3,2,children_playing,22050
38,data/UrbanSound8K/audio/fold3/165039-7-2-0.wav,165039-7-2-0.wav,165039,35.224794,39.224794,1,3,7,jackhammer,22050
39,data/UrbanSound8K/audio/fold3/65750-3-3-48.wav,65750-3-3-48.wav,65750,337.029703,341.029703,2,3,3,dog_bark,22050
40,data/UrbanSound8K/audio/fold3/63292-3-0-0.wav,63292-3-0-0.wav,63292,0.0,4.0,1,3,3,dog_bark,22050
41,data/UrbanSound8K/audio/fold3/116400-3-1-1.wav,116400-3-1-1.wav,116400,12.769801,16.769801,1,3,3,dog_bark,22050
42,data/UrbanSound8K/audio/fold3/63095-4-0-29.wav,63095-4-0-29.wav,63095,24.49398,28.49398,1,3,4,drilling,22050
43,data/UrbanSound8K/audio/fold3/29721-4-0-12.wav,29721-4-0-12.wav,29721,6.0,10.0,1,3,4,drilling,22050
44,data/UrbanSound8K/audio/fold3/76094-6-1-0.wav,76094-6-1-0.wav,76094,2.763515,3.801315,1,3,6,gun_shot,22050
45,data/UrbanSound8K/audio/fold3/63095-4-0-16.wav,63095-4-0-16.wav,63095,17.99398,21.99398,1,3,4,drilling,22050
46,data/UrbanSound8K/audio/fold3/42937-4-0-1.wav,42937-4-0-1.wav,42937,0.5,4.5,1,3,4,drilling,22050
47,data/UrbanSound8K/audio/fold3/88569-2-0-14.wav,88569-2-0-14.wav,88569,7.0,11.0,2,3,2,children_playing,22050
48,data/UrbanSound8K/audio/fold3/52077-3-0-3.wav,52077-3-0-3.wav,52077,2.10243,6.10243,1,3,3,dog_bark,22050
49,data/UrbanSound8K/audio/fold3/49485-9-0-28.wav,49485-9-0-28.wav,49485,16.247790000000002,20.24779,1,3,9,street_music,22050
50,data/UrbanSound8K/audio/fold3/180057-9-0-36.wav,180057-9-0-36.wav,180057,18.0,22.0,2,3,9,street_music,22050
51,data/UrbanSound8K/audio/fold3/52077-3-0-13.wav,52077-3-0-13.wav,52077,7.10243,11.10243,1,3,3,dog_bark,22050
52,data/UrbanSound8K/audio/fold3/94636-8-0-4.wav,94636-8-0-4.wav,94636,2.0,6.0,2,3,8,siren,22050
53,data/UrbanSound8K/audio/fold3/17973-2-0-8.wav,17973-2-0-8.wav,17973,4.0,8.0,1,3,2,children_playing,22050
54,data/UrbanSound8K/audio/fold3/34708-6-1-0.wav,34708-6-1-0.wav,34708,7.901233,9.255239999999999,1,3,6,gun_shot,22050
55,data/UrbanSound8K/audio/fold3/62837-7-1-61.wav,62837-7-1-61.wav,62837,292.206708,296.206708,1,3,7,jackhammer,22050
56,data/UrbanSound8K/audio/fold3/186336-9-0-3.wav,186336-9-0-3.wav,186336,11.788126,15.788126,2,3,9,street_music,22050
57,data/UrbanSound8K/audio/fold3/12647-3-3-0.wav,12647-3-3-0.wav,12647,6.6821720000000004,10.682172,1,3,3,dog_bark,22050
58,data/UrbanSound8K/audio/fold3/12647-3-1-0.wav,12647-3-1-0.wav,12647,1.9022240000000001,3.102089,1,3,3,dog_bark,22050
59,data/UrbanSound8K/audio/fold3/138473-9-0-12.wav,138473-9-0-12.wav,138473,7.523034,11.523034,2,3,9,street_music,22050
60,data/UrbanSound8K/audio/fold3/166101-5-2-3.wav,166101-5-2-3.wav,166101,21.212567,25.212567,1,3,5,engine_idling,22050
61,data/UrbanSound8K/audio/fold3/30204-0-0-13.wav,30204-0-0-13.wav,30204,6.786916000000001,10.786916,1,3,0,air_conditioner,22050
62,data/UrbanSound8K/audio/fold3/22601-8-0-44.wav,22601-8-0-44.wav,22601,22.0,26.0,2,3,8,siren,22050
63,data/UrbanSound8K/audio/fold3/107228-5-0-3.wav,107228-5-0-3.wav,107228,4.634753,8.634753,1,3,5,engine_idling,22050
64,data/UrbanSound8K/audio/fold3/107228-5-0-4.wav,107228-5-0-4.wav,107228,5.134753,9.134753,1,3,5,engine_idling,22050
65,data/UrbanSound8K/audio/fold3/17615-3-0-0.wav,17615-3-0-0.wav,17615,35.115512,39.115512,2,3,3,dog_bark,22050
66,data/UrbanSound8K/audio/fold3/195451-5-0-14.wav,195451-5-0-14.wav,195451,9.249062,13.249062,1,3,5,engine_idling,22050
67,data/UrbanSound8K/audio/fold3/30204-0-0-3.wav,30204-0-0-3.wav,30204,1.786916,5.786916000000001,1,3,0,air_conditioner,22050
68,data/UrbanSound8K/audio/fold3/62837-7-0-21.wav,62837-7-0-21.wav,62837,10.5,14.5,1,3,7,jackhammer,22050
69,data/UrbanSound8K/audio/fold3/188824-7-2-0.wav,188824-7-2-0.wav,188824,3.683036,4.74425,2,3,7,jackhammer,22050
70,data/UrbanSound8K/audio/fold3/19496-3-1-0.wav,19496-3-1-0.wav,19496,41.420638000000004,45.420638000000004,2,3,3,dog_bark,22050
71,data/UrbanSound8K/audio/fold3/62837-7-0-28.wav,62837-7-0-28.wav,62837,14.0,18.0,1,3,7,jackhammer,22050
72,data/UrbanSound8K/audio/fold3/18594-1-3-0.wav,18594-1-3-0.wav,18594,44.50593,44.750801,1,3,1,car_horn,22050
73,data/UrbanSound8K/audio/fold3/76221-2-0-3.wav,76221-2-0-3.wav,76221,1.5,5.5,1,3,2,children_playing,22050
74,data/UrbanSound8K/audio/fold3/13230-0-0-26.wav,13230-0-0-26.wav,13230,13.0,17.0,1,3,0,air_conditioner,22050
75,data/UrbanSound8K/audio/fold3/76094-6-0-0.wav,76094-6-0-0.wav,76094,0.978498,1.888797,1,3,6,gun_shot,22050
76,data/UrbanSound8K/audio/fold3/29721-4-0-8.wav,29721-4-0-8.wav,29721,4.0,8.0,1,3,4,drilling,22050
77,data/UrbanSound8K/audio/fold3/165039-7-5-0.wav,165039-7-5-0.wav,165039,64.92413,68.92413,1,3,7,jackhammer,22050
78,data/UrbanSound8K/audio/fold3/69598-4-2-0.wav,69598-4-2-0.wav,69598,19.920982000000002,23.920982000000002,2,3,4,drilling,22050
79,data/UrbanSound8K/audio/fold3/146714-0-0-41.wav,146714-0-0-41.wav,146714,20.5,24.5,2,3,0,air_conditioner,22050
80,data/UrbanSound8K/audio/fold3/37560-4-0-5.wav,37560-4-0-5.wav,37560,2.5,6.5,1,3,4,drilling,22050
81,data/UrbanSound8K/audio/fold3/200161-3-7-0.wav,200161-3-7-0.wav,200161,55.340876,56.104476,1,3,3,dog_bark,22050
82,data/UrbanSound8K/audio/fold3/29721-4-0-0.wav,29721-4-0-0.wav,29721,0.0,4.0,1,3,4,drilling,22050
83,data/UrbanSound8K/audio/fold3/165039-7-6-0.wav,165039-7-6-0.wav,165039,74.593681,78.593681,1,3,7,jackhammer,22050
84,data/UrbanSound8K/audio/fold3/186339-9-0-3.wav,186339-9-0-3.wav,186339,1.5,5.5,2,3,9,street_music,22050
85,data/UrbanSound8K/audio/fold3/42117-8-0-0.wav,42117-8-0-0.wav,42117,88.660252,92.660252,2,3,8,siren,22050
86,data/UrbanSound8K/audio/fold3/29721-4-0-9.wav,29721-4-0-9.wav,29721,4.5,8.5,1,3,4,drilling,22050
87,data/UrbanSound8K/audio/fold3/62837-7-1-2.wav,62837-7-1-2.wav,62837,262.706708,266.706708,1,3,7,jackhammer,22050
88,data/UrbanSound8K/audio/fold3/62837-7-1-22.wav,62837-7-1-22.wav,62837,272.706708,276.706708,1,3,7,jackhammer,22050
89,data/UrbanSound8K/audio/fold3/195451-5-0-3.wav,195451-5-0-3.wav,195451,3.7490620000000003,7.7490619999999995,1,3,5,engine_idling,22050
90,data/UrbanSound8K/audio/fold3/188824-7-11-0.wav,188824-7-11-0.wav,188824,55.307963,56.494025,2,3,7,jackhammer,22050
91,data/UrbanSound8K/audio/fold3/90014-8-0-5.wav,90014-8-0-5.wav,90014,2.5,6.5,1,3,8,siren,22050
92,data/UrbanSound8K/audio/fold3/177742-0-0-73.wav,177742-0-0-73.wav,177742,36.5,40.5,2,3,0,air_conditioner,22050
93,data/UrbanSound8K/audio/fold3/146714-0-0-2.wav,146714-0-0-2.wav,146714,1.0,5.0,2,3,0,air_conditioner,22050
94,data/UrbanSound8K/audio/fold3/69598-4-9-0.wav,69598-4-9-0.wav,69598,80.317112,83.921397,1,3,4,drilling,22050
95,data/UrbanSound8K/audio/fold3/88569-2-0-36.wav,88569-2-0-36.wav,88569,18.0,22.0,2,3,2,children_playing,22050
96,data/UrbanSound8K/audio/fold3/22601-8-0-32.wav,22601-8-0-32.wav,22601,16.0,20.0,2,3,8,siren,22050
97,data/UrbanSound8K/audio/fold3/166101-5-3-0.wav,166101-5-3-0.wav,166101,39.498414000000004,42.722775,1,3,5,engine_idling,22050
98,data/UrbanSound8K/audio/fold3/94631-9-0-12.wav,94631-9-0-12.wav,94631,6.0,10.0,1,3,9,street_music,22050
99,data/UrbanSound8K/audio/fold3/146714-0-0-43.wav,146714-0-0-43.wav,146714,21.5,25.5,2,3,0,air_conditioner,22050
100,data/UrbanSound8K/audio/fold3/22601-8-0-45.wav,22601-8-0-45.wav,22601,22.5,26.5,2,3,8,siren,22050
101,data/UrbanSound8K/audio/fold3/185801-4-0-2.wav,185801-4-0-2.wav,185801,1.088953,5.088953,2,3,4,drilling,22050
102,data/UrbanSound8K/audio/fold3/179386-3-0-1.wav,179386-3-0-1.wav,179386,0.5,4.5,1,3,3,dog_bark,22050
103,data/UrbanSound8K/audio/fold3/177742-0-0-196.wav,177742-0-0-196.wav,177742,98.0,102.0,2,3,0,air_conditioner,22050
104,data/UrbanSound8K/audio/fold3/123399-2-0-13.wav,123399-2-0-13.wav,123399,6.5,10.5,1,3,2,children_playing,22050
105,data/UrbanSound8K/audio/fold3/42117-8-0-4.wav,42117-8-0-4.wav,42117,90.660252,94.660252,2,3,8,siren,22050
106,data/UrbanSound8K/audio/fold3/195451-5-0-6.wav,195451-5-0-6.wav,195451,5.249062,9.249062,1,3,5,engine_idling,22050
107,data/UrbanSound8K/audio/fold3/182103-9-0-47.wav,182103-9-0-47.wav,182103,23.5,27.5,1,3,9,street_music,22050
108,data/UrbanSound8K/audio/fold3/185373-9-0-6.wav,185373-9-0-6.wav,185373,3.0,7.0,2,3,9,street_music,22050
109,data/UrbanSound8K/audio/fold3/17853-5-0-2.wav,17853-5-0-2.wav,17853,16.323532999999998,20.323533,1,3,5,engine_idling,22050
110,data/UrbanSound8K/audio/fold3/62837-7-1-4.wav,62837-7-1-4.wav,62837,263.706708,267.706708,1,3,7,jackhammer,22050
111,data/UrbanSound8K/audio/fold3/33696-3-4-1.wav,33696-3-4-1.wav,33696,69.78994499999999,73.78994499999999,2,3,3,dog_bark,22050
112,data/UrbanSound8K/audio/fold3/175854-1-0-0.wav,175854-1-0-0.wav,175854,0.060186,0.751776,1,3,1,car_horn,22050
113,data/UrbanSound8K/audio/fold3/195451-5-0-10.wav,195451-5-0-10.wav,195451,7.2490619999999995,11.249062,1,3,5,engine_idling,22050
114,data/UrbanSound8K/audio/fold3/195451-5-0-11.wav,195451-5-0-11.wav,195451,7.7490619999999995,11.749062,1,3,5,engine_idling,22050
115,data/UrbanSound8K/audio/fold3/42117-8-0-7.wav,42117-8-0-7.wav,42117,92.160252,96.160252,2,3,8,siren,22050
116,data/UrbanSound8K/audio/fold3/188824-7-4-0.wav,188824-7-4-0.wav,188824,6.9915259999999995,8.240012,2,3,7,jackhammer,22050
117,data/UrbanSound8K/audio/fold3/13230-0-0-22.wav,13230-0-0-22.wav,13230,11.0,15.0,1,3,0,air_conditioner,22050
118,data/UrbanSound8K/audio/fold3/165039-7-10-0.wav,165039-7-10-0.wav,165039,128.466896,132.466896,1,3,7,jackhammer,22050
119,data/UrbanSound8K/audio/fold3/94631-9-1-25.wav,94631-9-1-25.wav,94631,114.255803,118.255803,1,3,9,street_music,22050
120,data/UrbanSound8K/audio/fold3/62837-7-1-56.wav,62837-7-1-56.wav,62837,289.706708,293.706708,1,3,7,jackhammer,22050
121,data/UrbanSound8K/audio/fold3/186339-9-0-7.wav,186339-9-0-7.wav,186339,3.5,7.5,2,3,9,street_music,22050
122,data/UrbanSound8K/audio/fold3/6988-5-0-0.wav,6988-5-0-0.wav,6988,0.0,4.0,1,3,5,engine_idling,22050
123,data/UrbanSound8K/audio/fold3/125523-3-0-1.wav,125523-3-0-1.wav,125523,0.5,4.5,1,3,3,dog_bark,22050
124,data/UrbanSound8K/audio/fold3/82811-3-3-0.wav,82811-3-3-0.wav,82811,39.617523999999996,42.093619,1,3,3,dog_bark,22050
125,data/UrbanSound8K/audio/fold3/37560-4-0-2.wav,37560-4-0-2.wav,37560,1.0,5.0,1,3,4,drilling,22050
126,data/UrbanSound8K/audio/fold3/107228-5-0-6.wav,107228-5-0-6.wav,107228,6.134753,10.134753,1,3,5,engine_idling,22050
127,data/UrbanSound8K/audio/fold3/62837-7-1-14.wav,62837-7-1-14.wav,62837,268.706708,272.706708,1,3,7,jackhammer,22050
128,data/UrbanSound8K/audio/fold3/13230-0-0-25.wav,13230-0-0-25.wav,13230,12.5,16.5,1,3,0,air_conditioner,22050
129,data/UrbanSound8K/audio/fold3/42097-7-0-0.wav,42097-7-0-0.wav,42097,0.0,4.0,1,3,7,jackhammer,22050
130,data/UrbanSound8K/audio/fold3/58857-2-0-13.wav,58857-2-0-13.wav,58857,6.5,10.5,2,3,2,children_playing,22050
131,data/UrbanSound8K/audio/fold3/62837-7-1-6.wav,62837-7-1-6.wav,62837,264.706708,268.706708,1,3,7,jackhammer,22050
132,data/UrbanSound8K/audio/fold3/118961-3-0-0.wav,118961-3-0-0.wav,118961,0.0,0.770312,1,3,3,dog_bark,22050
133,data/UrbanSound8K/audio/fold3/102105-3-0-0.wav,102105-3-0-0.wav,102105,2.041889,6.0418889999999985,2,3,3,dog_bark,22050
134,data/UrbanSound8K/audio/fold3/63095-4-1-4.wav,63095-4-1-4.wav,63095,81.853862,85.853862,1,3,4,drilling,22050
135,data/UrbanSound8K/audio/fold3/186339-9-0-1.wav,186339-9-0-1.wav,186339,0.5,4.5,2,3,9,street_music,22050
136,data/UrbanSound8K/audio/fold3/82811-3-0-2.wav,82811-3-0-2.wav,82811,2.2183960000000003,6.218396,1,3,3,dog_bark,22050
137,data/UrbanSound8K/audio/fold3/52077-3-0-8.wav,52077-3-0-8.wav,52077,4.60243,8.60243,1,3,3,dog_bark,22050
138,data/UrbanSound8K/audio/fold3/165039-7-12-0.wav,165039-7-12-0.wav,165039,199.146711,203.146711,1,3,7,jackhammer,22050
139,data/UrbanSound8K/audio/fold3/169044-2-0-5.wav,169044-2-0-5.wav,169044,2.5,6.5,1,3,2,children_playing,22050
140,data/UrbanSound8K/audio/fold3/144068-5-0-2.wav,144068-5-0-2.wav,144068,23.794739,27.794739,1,3,5,engine_idling,22050
141,data/UrbanSound8K/audio/fold3/54067-2-0-48.wav,54067-2-0-48.wav,54067,24.0,28.0,1,3,2,children_playing,22050
142,data/UrbanSound8K/audio/fold3/186334-2-0-11.wav,186334-2-0-11.wav,186334,5.5,9.5,1,3,2,children_playing,22050
143,data/UrbanSound8K/audio/fold3/95562-4-0-0.wav,95562-4-0-0.wav,95562,0.0,1.5279459999999998,1,3,4,drilling,22050
144,data/UrbanSound8K/audio/fold3/155263-2-0-22.wav,155263-2-0-22.wav,155263,11.0,15.0,2,3,2,children_playing,22050
145,data/UrbanSound8K/audio/fold3/195451-5-0-20.wav,195451-5-0-20.wav,195451,12.249062,16.249062000000002,1,3,5,engine_idling,22050
146,data/UrbanSound8K/audio/fold3/41372-3-0-39.wav,41372-3-0-39.wav,41372,36.892794,40.892794,2,3,3,dog_bark,22050
147,data/UrbanSound8K/audio/fold3/146714-0-0-0.wav,146714-0-0-0.wav,146714,0.0,4.0,2,3,0,air_conditioner,22050
148,data/UrbanSound8K/audio/fold3/172315-9-0-224.wav,172315-9-0-224.wav,172315,112.0,116.0,2,3,9,street_music,22050
149,data/UrbanSound8K/audio/fold3/62837-7-1-73.wav,62837-7-1-73.wav,62837,298.206708,302.206708,1,3,7,jackhammer,22050
150,data/UrbanSound8K/audio/fold3/69598-4-7-0.wav,69598-4-7-0.wav,69598,60.201304,64.20130400000001,1,3,4,drilling,22050
151,data/UrbanSound8K/audio/fold3/180057-9-0-20.wav,180057-9-0-20.wav,180057,10.0,14.0,2,3,9,street_music,22050
152,data/UrbanSound8K/audio/fold3/17853-5-0-12.wav,17853-5-0-12.wav,17853,21.323533,25.323533,1,3,5,engine_idling,22050
153,data/UrbanSound8K/audio/fold3/62837-7-1-1.wav,62837-7-1-1.wav,62837,262.206708,266.206708,1,3,7,jackhammer,22050
154,data/UrbanSound8K/audio/fold3/165039-7-4-1.wav,165039-7-4-1.wav,165039,55.75457900000001,59.75457900000001,1,3,7,jackhammer,22050
155,data/UrbanSound8K/audio/fold3/13230-0-0-1.wav,13230-0-0-1.wav,13230,0.5,4.5,1,3,0,air_conditioner,22050
156,data/UrbanSound8K/audio/fold3/180057-9-0-7.wav,180057-9-0-7.wav,180057,3.5,7.5,2,3,9,street_music,22050
157,data/UrbanSound8K/audio/fold3/188824-7-7-0.wav,188824-7-7-0.wav,188824,25.9061,28.278225,2,3,7,jackhammer,22050
158,data/UrbanSound8K/audio/fold3/107228-5-0-5.wav,107228-5-0-5.wav,107228,5.634753,9.634753,1,3,5,engine_idling,22050
159,data/UrbanSound8K/audio/fold3/78776-6-0-0.wav,78776-6-0-0.wav,78776,0.094899,2.613121,1,3,6,gun_shot,22050
160,data/UrbanSound8K/audio/fold3/66622-4-0-5.wav,66622-4-0-5.wav,66622,2.5,6.5,1,3,4,drilling,22050
161,data/UrbanSound8K/audio/fold3/62837-7-1-32.wav,62837-7-1-32.wav,62837,277.706708,281.706708,1,3,7,jackhammer,22050
162,data/UrbanSound8K/audio/fold3/78326-9-0-7.wav,78326-9-0-7.wav,78326,3.5,7.5,2,3,9,street_music,22050
163,data/UrbanSound8K/audio/fold3/9674-1-0-2.wav,9674-1-0-2.wav,9674,2.062597,6.062597,1,3,1,car_horn,22050
164,data/UrbanSound8K/audio/fold3/121528-8-1-0.wav,121528-8-1-0.wav,121528,24.030115,28.030115000000002,2,3,8,siren,22050
165,data/UrbanSound8K/audio/fold3/98681-9-0-6.wav,98681-9-0-6.wav,98681,3.0,7.0,2,3,9,street_music,22050
166,data/UrbanSound8K/audio/fold3/199769-1-0-0.wav,199769-1-0-0.wav,199769,0.8482729999999999,4.848273000000001,1,3,1,car_horn,22050
167,data/UrbanSound8K/audio/fold3/30204-0-0-10.wav,30204-0-0-10.wav,30204,5.286916000000001,9.286916,1,3,0,air_conditioner,22050
168,data/UrbanSound8K/audio/fold3/58806-0-0-0.wav,58806-0-0-0.wav,58806,0.0,4.0,1,3,0,air_conditioner,22050
169,data/UrbanSound8K/audio/fold3/17973-2-0-21.wav,17973-2-0-21.wav,17973,10.5,14.5,1,3,2,children_playing,22050
170,data/UrbanSound8K/audio/fold3/13230-0-0-8.wav,13230-0-0-8.wav,13230,4.0,8.0,1,3,0,air_conditioner,22050
171,data/UrbanSound8K/audio/fold3/90014-8-0-3.wav,90014-8-0-3.wav,90014,1.5,5.5,1,3,8,siren,22050
172,data/UrbanSound8K/audio/fold3/62837-7-1-81.wav,62837-7-1-81.wav,62837,302.206708,306.206708,1,3,7,jackhammer,22050
173,data/UrbanSound8K/audio/fold3/62837-7-1-79.wav,62837-7-1-79.wav,62837,301.206708,305.206708,1,3,7,jackhammer,22050
174,data/UrbanSound8K/audio/fold3/90014-8-0-4.wav,90014-8-0-4.wav,90014,2.0,6.0,1,3,8,siren,22050
175,data/UrbanSound8K/audio/fold3/185375-9-0-26.wav,185375-9-0-26.wav,185375,13.0,17.0,2,3,9,street_music,22050
176,data/UrbanSound8K/audio/fold3/196073-2-0-0.wav,196073-2-0-0.wav,196073,0.0,3.7887760000000004,1,3,2,children_playing,22050
177,data/UrbanSound8K/audio/fold3/42097-7-0-2.wav,42097-7-0-2.wav,42097,1.0,5.0,1,3,7,jackhammer,22050
178,data/UrbanSound8K/audio/fold3/22601-8-0-27.wav,22601-8-0-27.wav,22601,13.5,17.5,2,3,8,siren,22050
179,data/UrbanSound8K/audio/fold3/195451-5-0-15.wav,195451-5-0-15.wav,195451,9.749062,13.749062,1,3,5,engine_idling,22050
180,data/UrbanSound8K/audio/fold3/13230-0-0-27.wav,13230-0-0-27.wav,13230,13.5,17.5,1,3,0,air_conditioner,22050
181,data/UrbanSound8K/audio/fold3/148838-6-2-0.wav,148838-6-2-0.wav,148838,2.584432,3.813878,1,3,6,gun_shot,22050
182,data/UrbanSound8K/audio/fold3/58857-2-0-8.wav,58857-2-0-8.wav,58857,4.0,8.0,2,3,2,children_playing,22050
183,data/UrbanSound8K/audio/fold3/112075-5-0-1.wav,112075-5-0-1.wav,112075,8.537355,12.537355,2,3,5,engine_idling,22050
184,data/UrbanSound8K/audio/fold3/22601-8-0-18.wav,22601-8-0-18.wav,22601,9.0,13.0,2,3,8,siren,22050
185,data/UrbanSound8K/audio/fold3/33696-3-6-1.wav,33696-3-6-1.wav,33696,88.593536,92.593536,2,3,3,dog_bark,22050
186,data/UrbanSound8K/audio/fold3/17853-5-0-8.wav,17853-5-0-8.wav,17853,19.323533,23.323533,1,3,5,engine_idling,22050
187,data/UrbanSound8K/audio/fold3/62837-7-1-31.wav,62837-7-1-31.wav,62837,277.206708,281.206708,1,3,7,jackhammer,22050
188,data/UrbanSound8K/audio/fold3/182103-9-0-53.wav,182103-9-0-53.wav,182103,26.5,30.5,1,3,9,street_music,22050
189,data/UrbanSound8K/audio/fold3/186339-9-0-17.wav,186339-9-0-17.wav,186339,8.5,12.5,2,3,9,street_music,22050
190,data/UrbanSound8K/audio/fold3/166101-5-0-3.wav,166101-5-0-3.wav,166101,1.5,5.5,1,3,5,engine_idling,22050
191,data/UrbanSound8K/audio/fold3/61791-9-1-41.wav,61791-9-1-41.wav,61791,76.03244699999998,80.03244699999998,1,3,9,street_music,22050
192,data/UrbanSound8K/audio/fold3/77769-9-0-8.wav,77769-9-0-8.wav,77769,4.0,8.0,2,3,9,street_music,22050
193,data/UrbanSound8K/audio/fold3/161195-6-0-0.wav,161195-6-0-0.wav,161195,0.0,0.799932,1,3,6,gun_shot,22050
194,data/UrbanSound8K/audio/fold3/200161-3-6-3.wav,200161-3-6-3.wav,200161,39.117328,43.117328,1,3,3,dog_bark,22050
195,data/UrbanSound8K/audio/fold3/177742-0-0-3.wav,177742-0-0-3.wav,177742,1.5,5.5,2,3,0,air_conditioner,22050
